strongNumber,etymDesc,heading,entrycontent
912,probably a shortened form H5662,Bedeiah,"Bedeiah = ""servant of Jehovah""<br>1) an Israelite exile who took a foreign woman"
913,from H914,tin,"1) alloy, tin, dross<br>&emsp;1a) of Israel (metaph.)"
914,a primitive root,to separate,"1) to divide, separate<br>&emsp;1a) (Hiphil)<br>&emsp;&emsp;1a1) to divide, separate, sever<br>&emsp;&emsp;1a2) to separate, set apart<br>&emsp;&emsp;1a3) to make a distinction, difference<br>&emsp;&emsp;1a4) to divide into parts<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to separate oneself from (reflexive of 1a2)<br>&emsp;&emsp;1b2) to withdraw from<br>&emsp;&emsp;1b3) to separate oneself unto<br>&emsp;&emsp;1b4) to be separated<br>&emsp;&emsp;1b5) to be excluded<br>&emsp;&emsp;1b6) to be set apart"
915,from H914,piece,"1) a piece, severed piece, a piece (of an ear)"
916,probably from H914,bdellium,1) bdellium (ie gum resin)
917,probably shortened for H5658,Bedan,"Bedan = ""in judging""<br>1) a judge who followed Gideon<br>2) a Manassite"
918,"a primitive root, to gap open; used only as a denominative from H919",to repair,"1) (Qal) to mend, repair (a building)"
919,from H918,breach,"1) fissure, rent, breach, leak (in a building)"
920,probably from H1856 with a prepositional prefix,Bidkar,"Bidkar = ""with a stab""<br>1) a captain of Jehu"
921,(Aramaic) corresponding (by transposition) to H6504,to scatter,1) (Pael) to scatter
922,from an unused root (meaning to be empty),void,"1) emptiness, void, waste"
923,from an unused root (probably meaning to glisten),porphyry,"1) a costly stone (perhaps porphyry), red marble"
924,(Aramaic) from H927,hastely,"1) haste, hastily"
925,from an unused root (meaning to be bright),bright,"1) bright, brilliant (of light)"
926,a primitive root,to dismay,"1) to disturb, alarm, terrify, hurry, be disturbed, be anxious, be afraid, be hurried, be nervous<br>&emsp;1a) (Niphal)<br>&emsp;&emsp;1a1) to be disturbed, dismayed, terrified, anxious<br>&emsp;&emsp;1a2) to be in haste, be hasty<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to make haste, act hastily, be hurried, be hastened<br>&emsp;&emsp;1b2) to dismay, terrify<br>&emsp;1c) (Pual)<br>&emsp;&emsp;1c1) to hasten<br>&emsp;&emsp;1c2) hastened, hastily gained (part.)<br>&emsp;1d) (Hiphil)<br>&emsp;&emsp;1d1) to hasten, hurry, make haste<br>&emsp;&emsp;1d2) to dismay, terrify"
927,(Aramaic) corresponding to H926,to dismay,"1) (Pual) to frighten, alarm, dismay<br>2) (Ithpa'al) to hurry, hasten<br>3) (Ithpa'al) alarmed (part.)"
928,from H926,dismay,"1) dismay, sudden terror or ruin, alarm"
929,from an unused root (probably meaning to be mute),animal,"1) beast, cattle, animal<br>&emsp;1a) beasts (coll of all animals)<br>&emsp;1b) cattle, livestock (of domestic animals)<br>&emsp;1c) wild beasts"
930,"in form a plural or H929, but really a singular of Egyptian derivation",Behemoth,"1) perhaps an extinct dinosaur<br>&emsp;1a) a Diplodocus or Brachiosaurus, exact meaning unknown"
931,from an unused root apparently meaning to be thick,thumb/big toe,"1) thumb, great (big) toe (always used of both together)"
932,an orthographical variation of H931,Bohan,"Bohan = ""thumb""<br>1) a Reubenite who set a boundary stone between Judah and Benjamin<br>2) (BDB) a mark of division between Judah and Benjamin"
933,from an unused root meaning to be pale,spot,"1) a harmless eruption of the skin, skin spot"
934,feminine active participle of the same as H925,bright spot,"1) white patch of skin, brightness, bright spot (on skin)<br>2) (CLBL) bright spot, scar, blister, boil<br>&emsp;2a) resulting from fire<br>&emsp;2b) resulting from inflammation of the skin<br>&emsp;2c) possible sign of leprosy"
935,a primitive root,to come (in),"1) to go in, enter, come, go, come in<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to enter, come in<br>&emsp;&emsp;1a2) to come<br>1a2a) to come with<br>1a2b) to come upon, fall or light upon, attack (enemy)<br>1a2c) to come to pass<br>&emsp;&emsp;1a3) to attain to<br>&emsp;&emsp;1a4) to be enumerated<br>&emsp;&emsp;1a5) to go<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to lead in<br>&emsp;&emsp;1b2) to carry in<br>&emsp;&emsp;1b3) to bring in, cause to come in, gather, cause to come, bring near, bring against, bring upon<br>&emsp;&emsp;1b4) to bring to pass<br>&emsp;1c) (Hophal)<br>&emsp;&emsp;1c1) to be brought, brought in<br>&emsp;&emsp;1c2) to be introduced, be put"
936,a primitive root,to despise,"1) to despise, hold in contempt, hold as insignificant<br>&emsp;1a) (Qal) to despise, show despite toward"
937,from H936,contempt,1) contempt<br>&emsp;1a) springing from evil<br>&emsp;1b) springing from prosperity<br>&emsp;1c) springing from judgment
938,the same as H937,Buz,"Buz = ""contempt""<br>1) second son of Nahor, Abraham's nephew<br>2) a Gadite"
939,feminine passive participle of H936,contempt,1) contempt
940,patronymic from H938,Buzite,"Buzite = ""contempt""<br>1) one of the ancestors of Elihu"
941,the same as H940,Buzi,"Buzi = ""my contempt""<br>1) father of Ezekiel (or ancestor)"
942,probably of Persian origin,Bavvai,"Bavai = ""my goings""<br>1) a rebuilder of Jerusalem's walls in Nehemiah's time"
943,a primitive root,to perplex,"1) to perplex, confuse, be confused<br>&emsp;1a) (Niphal) to be confused, be in confusion"
944,for H2981,produce,"1) produce, outgrowth"
945,the same as H944 (in the sense of rain),Bul,"Bul = ""increase: produce""<br>1) the eighth Hebrew month, corresponding to modern Oct-Nov (Nov-Dec)"
946,from H995,Bunah,"Bunah = ""intelligence""<br>1) a son of Jerahmeel, a Judahite"
947,a primitive root,to trample,"1) to tread down, reject, trample down<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to tread down, trample (of warriors)<br>&emsp;&emsp;1a2) of rejection (fig.)<br>&emsp;1b) (Polel)<br>&emsp;&emsp;1b1) to tread down (in bad sense)<br>&emsp;&emsp;1b2) to desecrate<br>&emsp;1c) (Hithpolel)<br>&emsp;&emsp;1c1) to tread<br>&emsp;&emsp;1c2) to kick out<br>1c2a) of infants' blind movements<br>1c2b) of Jerusalem (fig.)<br>&emsp;1d) (Hophal) to be trodden down"
948,from an unused root (of the same form) meaning to bleach; (intransitive) be white,fine linen,"1) byssus, a costly, fine white linen cloth made in Egypt"
949,from the same as H948,Bozez,"Bozez = ""surpassing white: glistening""<br>1) a rock formation near Michmash by which Jonathan approached the Philistine troop"
950,feminine passive participle of an unused root (meaning to be hollow),emptiness,1) emptiness
951,(properly) active participle from H1239 as denominative from H1241,herdsman,1) herdsman
952,a primitive root,to explain,"1) (Qal)<br>&emsp;1a) to make clear, clear up, explain, prove<br>&emsp;1b) (CLBL) to bore into<br>&emsp;1c) (TWOT) to declare (?)"
953,from H952 (in the sense of H877),pit|well,"1) pit, well, cistern, dungeon, pit of the grave|1) cistern of Sirah"
954,a primitive root,be ashamed,"1) to put to shame, be ashamed, be disconcerted, be disappointed<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to feel shame<br>&emsp;&emsp;1a2) to be ashamed, disconcerted, disappointed (by reason of)<br>&emsp;1b) (Piel) to delay (in shame)<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to put to shame<br>&emsp;&emsp;1c2) to act shamefully<br>&emsp;&emsp;1c3) to be ashamed<br>&emsp;1d) (Hithpolel) to be ashamed before one another"
955,feminine participle passive of H954,shame,1) shame
956,(Aramaic) apparent denominative from H1005,to pass the night,"1) (P'al) to pass the night, lodge"
957,from H962,plunder,"1) spoil, booty, robbery, spoiling"
958,a primitive root,to divide,"1) (Qal) to divide, cleave, cut through"
959,a primitive root,to despise,"1) to despise, hold in contempt, disdain<br>&emsp;1a) (Qal) to despise, regard with contempt<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to be despised<br>&emsp;&emsp;1b2) to be despicable<br>&emsp;&emsp;1b3) to be vile, worthless<br>&emsp;1c) (Hiphil) to cause to despise"
960,from H959,to despise,"1) scorned, despised"
961,feminine of H957,plunder,"1) spoil, booty"
962,a primitive root,to plunder,"1) to spoil, plunder, prey upon, seize<br>&emsp;1a) (Qal) to spoil, plunder, despoil<br>&emsp;1b) (Niphal) to be spoiled, plundered<br>&emsp;1c) (Pual) to be taken as spoil"
963,from H959,contempt,1) contempt
964,from H959 and H3050,Biziothiah,"Bizjothjah = ""contempt of Jehovah""<br>1) a town in southern Judah near Beersheba"
965,from an unused root meaning to lighten,lightning,"1) lightning, lightning flash"
966,from H965,Bezek,"Bezek = ""lightning""<br>1) the home of Adonibezek, the place where Israel rallied under Saul"
967,a primitive root,to scatter,"1) to scatter, disperse<br>&emsp;1a) (Qal) to scatter<br>&emsp;1b) (Piel) to scatter"
968,of Persian origin,Biztha,"Biztha = ""booty""<br>1) one of Ahasuerus' (Xerxes') eunuchs"
969,from H974,assayer,1) assayer (an inspector and valuer of metals)
970,participle passive of H977,youth,"1) youth, young man"
971,another form of H975,tower,"1) siege-towers, watchtower"
972,from H977,chosen,"1) chosen, choice one, chosen one, elect (of God)"
973,a primitive root,to loath|be greedy,"1) to loathe, abhor, feel loathing|1) to gain by greed<br>&emsp;1a) (Qal) to gain by greed, gain hastily<br>&emsp;1b) (Pual) obtained by greed"
974,a primitive root,to test,"1) to examine, try, prove<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to examine, scrutinise<br>&emsp;&emsp;1a2) to test, prove, try (of gold, persons, the heart, man of God)<br>&emsp;1b) (Niphal) to be tried, proved<br>&emsp;1c) (Pual) to make a trial"
975,from H974 (in the sense of keeping a look-out),watchtower,1) watchtower
976,from H974,testing,"1) testing, tested, tried"
977,a primitive root,to choose,"1) to choose, elect, decide for<br>&emsp;1a) (Qal) to choose<br>&emsp;1b) (Niphal) to be chosen<br>&emsp;1c) (Pual) to be chosen, selected"
978,patrial from H980 (by transposition),Baharumite,"Baharumite = ""choice youths""<br>1) an inhabitant or descendant of Bahurim"
979,feminine plural of H970; also (masculine plural) bchuriym {bekh-oo-reem'},youth,1) youth
980,masculine plural of H970,Bahurim,"Bahurim = ""young men's village""<br>1) a town in Benjamin between Jerusalem and Jericho beyond the Mount of Olives on the way to Jericho"
981,a primitive root,to speak rashly,"1) to speak rashly or angrily, speak thoughtlessly<br>&emsp;1a) (Qal) one that babbles, speaks rashly (part.)<br>&emsp;1b) (Piel) to speak rashly, unadvisedly"
982,a primitive root,to trust,"1) to trust<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to trust, trust in<br>&emsp;&emsp;1a2) to have confidence, be confident<br>&emsp;&emsp;1a3) to be bold<br>&emsp;&emsp;1a4) to be secure<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to cause to trust, make secure<br>2) (TWOT) to feel safe, be careless"
983,from H982,security,"1) security, safety<br>adv<br>2) securely"
984,the same as H983,Betah,"Betah = ""security""<br>1) the capital of Zobah during the reign of Hadadezer"
985,feminine of H984,trust,"1) trust, trusting, confidence"
986,from H982,trust,"1) trust, confidence, hope"
987,feminine plural from H982,security,"1) security, safety"
988,a primitive root,to cease,1) to cease<br>&emsp;1a) (Qal) to cease
989,(Aramaic) corresponding to H988,to cease,1) (P'al) to cease<br>&emsp;1a) to cease<br>&emsp;1b) to make to cease
990,from an unused root probably meaning to be hollow,belly,"1) belly, womb, body<br>&emsp;1a) belly, abdomen<br>&emsp;&emsp;1a1) as seat of hunger<br>&emsp;&emsp;1a2) as seat of mental faculties<br>&emsp;&emsp;1a3) of depth of Sheol (fig.)<br>&emsp;1b) womb"
991,the same as H990,Beten,"Beten = ""womb""<br>1) a city in Asher"
992,from H990,pistachio,1) pistachio nuts-delicacy given to Joseph by Jacob through his sons
993,probably plural from H992,Betonim,"Betonim = ""pistachio nuts""<br>1) a city east of the Jordan in territory of Gad"
994,perhaps from H1158 (in the sense of asking),please,"1) if it please, pray excuse me, excuse me please<br>&emsp;1a) used to introduce an entreaty or request"
995,a primitive root,to understand,"1) to discern, understand, consider<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to perceive, discern<br>&emsp;&emsp;1a2) to understand, know (with the mind)<br>&emsp;&emsp;1a3) to observe, mark, give heed to, distinguish, consider<br>&emsp;&emsp;1a4) to have discernment, insight, understanding<br>&emsp;1b) (Niphal) to be discerning, intelligent, discreet, have understanding<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to understand<br>&emsp;&emsp;1c2) to cause to understand, give understanding, teach<br>&emsp;1d) (Hithpolel) to show oneself discerning or attentive, consider diligently<br>&emsp;1e) (Polel) to teach, instruct<br>2) (TWOT) prudent, regard"
996,(properly) the constructive form of an otherwise unused noun from H995,between,"1) between, among, in the midst of (with other preps), from between"
997,(Aramaic) corresponding to H996,between,1) between
998,from H995,understanding,"1) understanding, discernment<br>&emsp;1a) act<br>&emsp;1b) faculty<br>&emsp;1c) object<br>&emsp;1d) personified"
999,(Aramaic) corresponding to H998,understanding,"1) understanding, discernment"
1000,from the same as H948,egg,1) egg
1001,(Aramaic) corresponding to H1002,citadel,"1) castle, citadel, palace"
1002,of foreign origin,palace,"1) palace, castle<br>2) temple"
1003,from H1002,fortress,"1) fortress, fortified place"
1004,probably from H1129 abbreviated,between|house,"nm<br>1) between|nm<br>1) house<br>&emsp;1a) house, dwelling habitation<br>&emsp;1b) shelter or abode of animals<br>&emsp;1c) human bodies (fig.)<br>&emsp;1d) of Sheol<br>&emsp;1e) of abode of light and darkness<br>&emsp;1f) of land of Ephraim<br>2) place<br>3) receptacle<br>4) home, house as containing a family<br>5) household, family<br>&emsp;5a) those belonging to the same household<br>&emsp;5b) family of descendants, descendants as organized body<br>6) household affairs<br>7) inwards (metaph.)<br>8) (TWOT) temple<br>adv<br>9) on the inside<br>prep<br>10) within"
1005,(Aramaic) corresponding to H1004,house,1) house (of men)<br>2) house (of God)
1006,the same as H1004,Bajith,"Bajith = ""house""<br>1) a place in Palestine"
1007,from H1004 and H205,Beth-aven,"Beth-aven = ""house of vanity""<br>1) a city east of Bethel, site unknown"
1008,from H1004 and H410,Beth-el,"Bethel = ""house of God""<br>1) ancient place and seat of worship in Ephraim on border of Benjamin, identified with Luz (former name)<br>2) a place in south country of Judah, not far from Beersheba and Ziklag"
1009,from H1004 and H695 and H410,Beth-arbel,"Beth-Arbel = ""house of God's Ambush""<br>1) a place in Palestine, perhaps Gilead or Galilee"
1010,from H1004 and H1168 and H4583,Beth-baal-meon,"Beth-baal-meon = ""house of Baal""<br>1) a city in the territory of Reuben"
1011,from H1004 and H1254,Beth-biri,"Beth-birei = ""house of a creative one""<br>1) a place in the territory of Simeon"
1012,probably from H1004 and H5679,Beth-barah,"Beth-barah = ""house of (the) ford""<br>1) a place on the Jordan"
1013,from H1004 and H1447,Beth-gader,"Beth-gader = ""house of the wall""<br>1) a place in Judah"
1014,from H1004 and the passive participle of H1576,Beth-gamul,"Beth-gamul = ""house of recompense""<br>1) a place in Moab"
1015,from H1004 and the dual of H1690,Beth-diblathaim,"Beth-diblathaim = ""house of the two fig-cakes""<br>1) a place in Moab"
1016,from H1004 and H1712,Beth-dagon,"Beth-dagon = ""house of Dagon""<br>1) the temple of Dagon in Judah<br>2) the temple of Dagon in Asher"
1017,patrial from H1008 with the article interposed,Beth-elite,"Bethelite = ""house of God""<br>1) an inhabitant of Bethel"
1018,from H1004 and H681 with the article interposed,Beth-ezel,"Beth-ezel = ""house of narrowing""<br>1) a place in Judah"
1019,from H1004 and H1537 with the article interposed,Beth-gilgal,"Beth-gilgal = ""the house of the wheel""<br>1) a place in Palestine"
1020,from H1004 and the plural of H3451 with the article interposed,Beth-jeshimoth,"Beth-jesimoth = ""house of the desolation""<br>1) a place in Moab given to the tribe of Reuben"
1021,from H1004 and H3754 with the article interposed,Beth-haccerem,"Beth-haccerem = ""house of the vineyard""<br>1) a place in Judah"
1022,patrial from H1035 with the article inserted,Bethlehemite,"Bethlehemite = ""house of bread""<br>1) an inhabitant of Bethlehem"
1023,from H1004 and H4801 with the article interposed,Beth-merchak,"Beth Ham-merchaq = ""remote house""<br>1) house or settlement on the bank of Kidron"
1024,from H1004 and the plural of H4818 (with or without the article interposed),Beth-marcaboth,"Beth-marcaboth = ""house of the chariots""<br>1) a place in Simeon"
1025,from H1004 and H6010 with the article interposed,Beth-emek,"Beth-emek = ""house of the valley""<br>1) a place on the border of Asher"
1026,from H1004 and H6160 with the article interposed,Beth-arabah,"Beth-arabah = ""house of the desert valley"" or ""place of the depression""<br>1) a place in Judah or in Benjamin, site unknown"
1027,from H1004 and H7311 with the article interposed,Beth-haram,"Beth-aram = ""place of the height""<br>1) a place in Gad"
1028,probably for H1027,Beth-haran,"Beth-haran = ""house of their mount: house of the joyful shouter""<br>1) a place in Gad, possibly ""Beth Harran"", one hour east of Jordan, opposite Jericho"
1029,from H1004 and H7848 with the article interposed,Beth-shittah,"Beth-shittah = ""house of the acacia tree"" or ""place of the acacia""<br>1) an unknown location, perhaps an acacia grove"
1030,patrial from H1053 with the article inserted,Beth-shemite,"Bethshemite or Beth-shemeshite = ""house of the sun""<br>1) an inhabitant of Beth-shemesh"
1031,from H1004 and the same as H2295,Beth-hoglah,"Beth-hoglah = ""house of the partridge"" or ""place of partridge""<br>1) a place in Benjamin on the border with Judah"
1032,from H1004 and H2356,Beth-horon,"Beth-horon = ""house of hollowness""<br>1) two towns in Ephraim<br>&emsp;1a) Upper Beth-horon-town on the mountains of Ephraim<br>&emsp;1b) Lower Beth-horon-town located 800 feet (245 m) lower than Upper Beth-horon"
1033,from H1004 and H3733,Beth-car,"Beth-car = ""house of the ram"" or ""place of the lamb""<br>1) a place apparently belonging to the Philistines"
1034,from H1004 and the plural of H3833,Beth-lebaoth,"Beth-lebaoth = ""house of lionesses""<br>1) a place in Simeon"
1035,from H1004 and H3899,Beth-lehem,"Beth-lehem = ""house of bread (food)""<br>1) a city in Judah, birthplace of David<br>2) a place in Zebulun"
1036,from H1004 and the feminine of H6083 (with preposition interposed),Beth-le-aphrah,"Bethel-aphrah = ""house belonging to Aphrah"" or ""house to (i.e. of) dust""<br>1) a Philistine city"
1037,from H1004 and H4407,Beth-millo,"Beth-millo = ""house of Millo"" or ""house of the rampart""<br>1) a place near Shechem, site unknown<br>2) a citadel in Jerusalem"
1038,from H1004 and H4601,Beth-maacah,"Beth-maachah = ""house of pressure""<br>1) a place in the northern kingdom"
1039,from H1004 and the feminine of H5246,Beth-nimrah,"Beth-Nimrah = ""house of the leopard""<br>1) a place east of the Jordan in Gad"
1040,from H1004 and H5730,Beth-eden,"Beth-eden = ""house of delight""<br>1) a city in Syria, modern Juseih (cuneiform = Bit Adini)"
1041,from H1004 and H5820,Beth-azmaveth,"Beth-azmaveth = ""house of the strength of death""<br>1) a place near Jerusalem"
1042,from H1004 and a plural from H6030,Beth-anoth,"Beth-anoth = ""house of responses (or afflictions)""<br>1) a place in Judah"
1043,an orthographical variation for H1042,Beth-anath,"Beth-anath = ""house of response (or affliction)""<br>1) a place in Naphtali"
1044,from H1004 and a derivative of H6123,Beth-eked,"Beth-eged = ""house of binding"" i.e. ""shearing house""<br>1) a place in the northern kingdom"
1045,,Beth-ashtaroth,"Beth-ashtaroth = ""house of Ashtaroth""<br>1) a Philistine temple"
1046,from H1004 and H6412,Beth-pelet,"Beth-palet = ""house of escape"" or ""place of escape""<br>1) a place in southern Judah"
1047,from H1004 and H6465,Beth-peor,"Beth-peor = ""house of Peor""<br>1) a place east of the Jordan, in the land of the Amorites, allotted to the tribe of Reuben"
1048,from H1004 and a derivative from H6327,Beth-pazzez,"Beth-pazzez = ""house of dispersion""<br>1) a place in Issachar"
1049,from H1004 and H6697,Beth-zur,"Beth-zur = ""house of the rock""<br>n pr loc<br>1) a place in Judah<br>n pr m<br>2) the son of Maon"
1050,from H1004 and H7339,Beth-rehob,"Beth-rehob = ""house of the street""<br>1) a place in Dan on road to Hamath"
1051,from H1004 and H7497,Beth-rapha,"Beth-rapha = ""house of healing""<br>1) the son of Eshton"
1052,from H1004 and H7599,Beth-shean,"Beth-shean or Beth-Shan = ""house of ease""<br>1) a place in Manasseh, west of the Jordan"
1053,from H1004 and H8121,Beth-shemesh,"Beth-shemesh = ""house of the sun"" or ""sun-temple""<br>1) a town in southwest Judah<br>2) a town in Naphtali<br>3) a town in Issachar<br>4) a town in Egypt"
1054,from H1004 and H8598,Beth-tappuah,"Beth-tappuah = ""house of the apple"" of ""place of apples""<br>1) a town in Judah"
1055,probably from H1004,palace,"1) house, palace"
1056,"from H1058, weeping",Baca,"Baca = ""weeping""<br>1) a valley in Palestine"
1057,the same as H1056,balsam,1) balsam tree-a shrub which drips sap when it is cut<br>2) possible name of a vale of balsam trees in Ps 84:6
1058,a primitive root,to weep,"1) to weep, bewail, cry, shed tears<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to weep (in grief, humiliation, or joy)<br>&emsp;&emsp;1a2) to weep bitterly (with cognate acc.)<br>&emsp;&emsp;1a3) to weep upon (embrace and weep)<br>&emsp;&emsp;1a4) to bewail<br>&emsp;1b) (Piel) participle<br>&emsp;&emsp;1b1) lamenting<br>&emsp;&emsp;1b2) bewailing"
1059,from H1058,bitterly,1) a weeping
1060,from H1069,firstborn,"1) firstborn, firstling<br>&emsp;1a) of men and women<br>&emsp;1b) of animals<br>&emsp;1c) noun of relation (fig.)"
1061,from H1069,firstfruit,"1) first-fruits<br>&emsp;1a) the first of the crops and fruit that ripened, was gathered, and offered to God according to the ritual of Pentecost<br>&emsp;1b) the bread made of the new grain offered at Pentecost<br>&emsp;1c) the day of the first-fruits (Pentecost)"
1062,feminine of H1060,birthright,"1) birthright, primogeniture, right of the first-born"
1063,feminine of H1061,early fig,"1) first-ripe fig, early fig<br>2) (TWOT) firstfruits"
1064,feminine of H1062,Becorath,"Bechorath = ""first-born""<br>1) a Benjamite ancestor of Saul"
1065,from H1058,weeping,"1) a weeping, weeping"
1066,plural active participle of H1058,Bochim,"Bochim = ""weeping""<br>1) a place near Gilgal (or Bethel), where sons of Israel wept"
1067,feminine from H1069,firstborn,"1) firstborn daughter, firstborn (of women)<br>&emsp;1a) always used of women"
1068,from H1058,weeping,1) weeping
1069,a primitive root,to be/bear firstborn,"1) to be born first<br>&emsp;1a) (Piel)<br>&emsp;&emsp;1a1) to bear early, new fruit<br>&emsp;&emsp;1a2) to give the right of the firstborn<br>1a2a) to make as firstborn<br>1a2b) to constitute as firstborn<br>&emsp;1b) (Pual)<br>&emsp;&emsp;1b1) to be born a firstling<br>&emsp;&emsp;1b2) to be made a firstling<br>&emsp;1c) (Hiphil) one bearing her first child"
1070,from H1069 (in the sense of youth),young camel,"1) young camel, dromedary"
1071,the same as H1070,Becher,"Becher = ""young camel""<br>1) a son of Ephraim<br>2) a son of Benjamin"
1072,feminine of H1070,young camel,"1) a young female camel, young camel, dromedary"
1073,by orthographical variation for H1063,firstfruit,"1) first ripe fig, early fig<br>2) (TWOT) firstfruits"
1074,from H1069,Bocheru,"Bocheru = ""firstborn""<br>1) a Benjamite"
1075,from H1069,Bichri,"Bichri = ""youthful""<br>n pr m<br>1) a Benjamite, father of Sheba<br>adj<br>2) (BDB) the Bichrites"
1076,patronymically from H1071,Becherite,"Bachrites = ""a dromedary: first-born""<br>1) one of the family of Becher"
1077,from H1086,not,"1) not, hardly, else"
1078,by contraction for H1168,Bel,"Bel = ""lord""<br>1) a chief Babylonian deity"
1079,(Aramaic) from H1080,mind,"1) mind, heart"
1080,(Aramaic) corresponding to H1086 (but used only in a mental sense),to wear out,"1) (Pael) to wear away, wear out<br>&emsp;1a) to harass constantly (fig.)"
1081,from H1078 and H113 (contracted),Baladan,"Baladan = ""Bel (is his) lord)""<br>1) the father of Merodach-baladan to whom Hezekiah revealed the riches of his treasures"
1082,a primitive root,be cheerful,"1) to gleam, smile<br>&emsp;1a) (Hiphil) only<br>&emsp;&emsp;1a1) to show a smile, look pleasant<br>&emsp;&emsp;1a2) to cause to burst"
1083,from H1082,Bilgah,"Bilgah = ""cheerfulness""<br>1) a priest of the 15th course, in David's time<br>2) a priest accompanying Zerubbabel"
1084,from H1082,Bilgai,"Bilgai = ""my cheerfulness""<br>1) a priest who covenanted with Nehemiah"
1085,of uncertain derivation,Bildad,"Bildad = ""confusing (by mingling) love""<br>1) the second friend of Job"
1086,a primitive root,to become old,"1) to wear out, become old<br>&emsp;1a) (Qal) to wear out<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to wear out<br>&emsp;&emsp;1b2) to wear out by use, use up completely<br>&emsp;&emsp;1b3) to enjoy, use to the full"
1087,from H1086,old,"1) worn out, old"
1088,feminine of H1087,Balah,"Balah = ""waxed old""<br>1) a place in Simeon"
1089,a primitive root (rather by transposition for H926),to trouble,1) (Piel) to trouble
1090,from H1089,Bilhah,"Bilhah = ""troubled""<br>n pr f<br>1) Rachel's handmaid whom she gave to Jacob as a concubine, mother to two of Jacob's children, Dan and Naphtali|Bilhah = ""troubled""<br>n prloc<br>1) a city in Simeon"
1091,from H1089,terror,"1) terror, destruction, calamity, dreadful event"
1092,from H1089,Bilhan,"Bilhan = ""their decrepitude""<br>1) a descendant of Esau<br>2) a Benjamite"
1093,(Aramaic) from a root corresponding to H1086,tribute,1) tribute
1094,from H1086,old,"1) worn out things, rags"
1095,of foreign derivation,Belteshazzar,"Belteshazzar = ""lord of the straitened's treasure""<br>1) the 4th of the greater prophets, taken as hostage in the first deportation to Babylon; because of the gift of God of the interpretation of dreams, he became the 2nd in command of the Babylon empire and lasted through the end of the Babylonian empire and into the Persian empire. His prophecies are the key to the understanding of end time events. Noted for his purity and holiness by contemporary prophet, Ezekiel<br>&emsp;1a) also, 'Daniel' ( H01840 or H01841)"
1096,(Aramaic) corresponding to H1095,Belteshazzar,"Belteshazzar = ""lord of the straitened's treasure""<br>1) the 4th of the greater prophets, taken as hostage in the first deportation to Babylon; because of the gift of God of the interpretation of dreams, he became the 2nd in command of the Babylon empire and lasted through the end of the Babylonian empire and into the Persian empire. His prophecies are the key to the understanding of end time events. Noted for his purity and holiness by contemporary prophet, Ezekiel<br>&emsp;1a) also, 'Daniel' ( H01840 or H01841)"
1097,from H1086,without,"subst<br>1) wearing out<br>adv of negation<br>2) without, no, not"
1098,from H1101,fodder,1) fodder
1099,from H1097 and H4100,nothing,1) nothingness
1100,from H1097 and H3276,Belial,"1) worthlessness<br>&emsp;1a) worthless, good for nothing, unprofitable, base fellow<br>&emsp;1b) wicked<br>&emsp;1c) ruin, destruction (construct)"
1101,a primitive root,to mix|to feed,"1) to mix, mingle, confuse, confound<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to mingle, confuse<br>&emsp;&emsp;1a2) to mix<br>&emsp;1b) (Hithpoel) to mix oneself (among others)<br>&emsp;1c) (Hiphil) to fade away|1) to give provender, feed (animals)"
1102,a primitive root,to hold in,"1) (Qal) to curb, hold in, restrain"
1103,a primitive root,to gather/tend figs,"1) (Qal) to gather figs, tend sycamore trees"
1104,a primitive root,to swallow up,"1) to swallow down, swallow up, engulf, eat up<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to swallow down<br>&emsp;&emsp;1a2) to swallow up, engulf<br>&emsp;1b) (Niphal) to be swallowed up<br>&emsp;1c) (Piel)<br>&emsp;&emsp;1c1) to swallow<br>&emsp;&emsp;1c2) to swallow up, engulf<br>&emsp;&emsp;1c3) squandering (fig.)<br>&emsp;1d) (Pual) to be swallowed up<br>&emsp;1e) (Hithpael) to be ended"
1105,from H1104,swallowing,"1) a swallowing, devouring (fig. for ruin)<br>2) a thing swallowed"
1106,the same as H1105,Bela,"Bela = ""destruction""<br>n pr m<br>1) a king of Edom<br>2) first son of Benjamin<br>3) a son of Ahaz, a Reubenite|Bela = ""destruction""<br>n pr loc<br>1) one of the five cities of the plain which was spared at the intercession of Lot, and received the name of Zoar"
